ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER,season,record_team,IP_OUTS,IP_DECIMAL,kbo_player_id,player_name,level,role,has_record,source_url,AVG,PA,AB,2B,3B,TB,RBI,SB,CS,GDP,SLG,OBP,E
5.59,11,0,0,0,6,1,1,0.000,179,38 2/3,46,3,18,2,29,27,24,2025,고양,116,38.666667,54368,김연주,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54368,,,,,,,,,,,,,
,2,,,,,,,,,,0,0,0,0,0,1,,2024,키움,,,54394,송지후,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54394,0.000,1,1,0,0,0,0,0,0,0,0.000,0.000,0
,33,,,,,,,,,,14,1,3,2,18,5,,2025,키움,,,54394,송지후,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54394,0.175,86,80,3,0,20,8,0,1,3,0.250,0.221,2
,71,,,,,,,,,,44,2,35,5,35,30,,2024,고양,,,54394,송지후,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54394,0.221,242,199,9,1,61,20,1,1,5,0.307,0.351,9
,53,,,,,,,,,,48,2,22,4,24,26,,2025,고양,,,54394,송지후,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54394,0.300,191,160,6,1,62,28,3,1,2,0.388,0.396,13
,29,,,,,,,,,,31,7,6,2,25,14,,2024,삼성,,,54400,디아즈,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54400,0.282,118,110,5,0,57,19,0,0,2,0.518,0.331,1
,144,,,,,,,,,,173,50,60,6,100,93,,2025,삼성,,,54400,디아즈,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54400,0.314,628,551,32,0,355,158,1,0,15,0.644,0.381,4
,1,,,,,,,,,,2,1,0,0,0,1,,2024,삼성,,,54400,디아즈,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54400,0.667,3,3,0,0,5,1,0,0,0,1.667,0.667,0
11.25,1,0,0,0,1,0,0,0.000,22,4,7,1,2,0,1,6,5,2024,삼성,12,4.0,54401,김대호,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54401,,,,,,,,,,,,,
5.14,11,0,0,0,1,0,0,0.000,105,21,25,3,15,1,19,13,12,2025,삼성,63,21.0,54401,김대호,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54401,,,,,,,,,,,,,
4.58,17,1,0,3,6,0,0,0.333,330,74 2/3,74,4,33,4,59,44,38,2024,삼성,224,74.666667,54401,김대호,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54401,,,,,,,,,,,,,
5.12,15,0,0,4,3,0,0,0.571,255,58,68,7,14,4,34,38,33,2025,삼성,174,58.0,54401,김대호,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54401,,,,,,,,,,,,,
5.29,11,0,0,0,0,0,0,-,87,17,19,3,17,2,11,11,10,2024,삼성,51,17.0,54404,육선엽,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54404,,,,,,,,,,,,,
5.34,27,0,0,0,1,0,1,0.000,133,28 2/3,23,4,24,0,19,21,17,2025,삼성,86,28.666667,54404,육선엽,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54404,,,,,,,,,,,,,
2.70,20,0,0,0,2,2,0,0.000,182,40,33,0,31,2,38,20,12,2024,삼성,120,40.0,54404,육선엽,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54404,,,,,,,,,,,,,
2.01,14,0,0,2,1,2,0,0.667,93,22 1/3,17,1,10,0,30,9,5,2025,삼성,67,22.333333,54404,육선엽,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54404,,,,,,,,,,,,,
,16,,,,,,,,,,4,0,5,0,8,5,,2024,삼성,,,54408,양도근,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54408,0.174,29,23,0,1,6,2,0,0,0,0.261,0.321,0
,116,,,,,,,,,,43,0,18,2,41,23,,2025,삼성,,,54408,양도근,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54408,0.259,198,166,5,0,48,16,5,1,3,0.289,0.337,5
,76,,,,,,,,,,33,0,23,3,26,25,,2024,삼성,,,54408,양도근,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54408,0.232,172,142,3,1,38,14,9,5,0,0.268,0.347,4
,2,,,,,,,,,,0,0,0,0,1,0,,2025,삼성,,,54408,양도근,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54408,0.000,8,8,0,0,0,0,0,0,1,0.000,0.000,0
,7,,,,,,,,,,8,2,1,0,6,2,,2024,삼성,,,54444,카디네스,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54444,0.333,25,24,2,0,16,5,0,1,1,0.667,0.360,0
,86,,,,,,,,,,81,7,32,6,67,33,,2025,키움,,,54444,카디네스,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54444,0.253,361,320,15,1,119,42,1,2,7,0.372,0.330,4
,1,,,,,,,,,,0,0,1,0,1,0,,2025,고양,,,54444,카디네스,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54444,0.000,3,2,0,0,0,0,0,0,0,0.000,0.333,0
36.00,1,0,0,0,1,0,0,0.000,7,1,3,0,0,2,0,4,4,2025,삼성,3,1.0,54467,정민성,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54467,,,,,,,,,,,,,
7.14,15,0,0,2,2,0,1,0.500,148,29,37,4,21,3,36,24,23,2024,삼성,87,29.0,54467,정민성,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54467,,,,,,,,,,,,,
4.31,15,0,0,5,2,0,0,0.714,276,62 2/3,60,5,25,10,72,34,30,2025,삼성,188,62.666667,54467,정민성,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54467,,,,,,,,,,,,,
9.00,2,0,0,0,0,0,0,-,10,2,3,0,1,0,1,2,2,2024,롯데,6,2.0,54503,박준우,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54503,,,,,,,,,,,,,
8.03,11,0,0,1,2,0,1,0.333,64,12 1/3,21,0,6,1,11,11,11,2025,롯데,37,12.333333,54503,박준우,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54503,,,,,,,,,,,,,
5.05,15,0,0,4,5,0,0,0.444,293,67 2/3,80,9,14,0,33,45,38,2024,롯데,203,67.666667,54503,박준우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54503,,,,,,,,,,,,,
11.07,15,0,0,2,2,0,3,0.500,110,20 1/3,40,6,11,0,17,26,25,2025,롯데,61,20.333333,54503,박준우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54503,,,,,,,,,,,,,
,5,,,,,,,,,,0,0,0,0,1,0,,2024,롯데,,,54506,강승구,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54506,0.000,2,2,0,0,0,0,0,0,0,0.000,0.000,0
,1,,,,,,,,,,0,0,0,0,0,0,,2025,롯데,,,54506,강승구,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54506,0.000,1,1,0,0,0,0,0,0,0,0.000,0.000,0
,33,,,,,,,,,,15,0,8,1,9,6,,2024,롯데,,,54506,강승구,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54506,0.268,67,56,2,1,19,8,0,0,1,0.339,0.364,3
,26,,,,,,,,,,10,1,7,1,12,8,,2025,롯데,,,54506,강승구,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54506,0.222,54,45,2,0,15,6,0,0,2,0.333,0.340,0
,1,,,,,,,,,,0,0,0,0,1,0,,2024,롯데,,,54507,백두산,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54507,0.000,1,1,0,0,0,0,0,0,0,0.000,0.000,0
,68,,,,,,,,,,34,6,17,2,35,19,,2024,롯데,,,54507,백두산,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54507,0.206,186,165,6,0,58,20,2,0,3,0.352,0.285,2
,36,,,,,,,,,,19,5,8,2,30,15,,2025,롯데,,,54507,백두산,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54507,0.218,97,87,4,1,40,14,0,1,0,0.460,0.299,2
,144,,,,,,,,,,202,15,46,1,82,88,,2024,롯데,,,54529,레이예스,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54529,0.352,632,574,40,3,293,111,5,0,16,0.510,0.394,4
,144,,,,,,,,,,187,13,58,3,66,75,,2025,롯데,,,54529,레이예스,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54529,0.326,643,573,44,1,272,107,7,1,25,0.475,0.386,2
4.56,18,0,0,1,1,0,1,0.500,104,23 2/3,20,0,12,2,25,12,12,2024,롯데,71,23.666667,54537,정현수,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54537,,,,,,,,,,,,,
3.97,82,0,0,2,0,0,12,1.000,203,47 2/3,34,4,26,2,47,23,21,2025,롯데,143,47.666667,54537,정현수,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54537,,,,,,,,,,,,,
3.12,21,0,0,2,3,0,5,0.400,244,57 2/3,39,4,30,3,61,25,20,2024,롯데,173,57.666667,54537,정현수,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54537,,,,,,,,,,,,,
,12,,,,,,,,,,2,0,1,0,1,5,,2024,롯데,,,54598,이호준,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54598,0.333,7,6,1,1,5,3,0,0,0,0.833,0.429,0
,99,,,,,,,,,,32,3,14,3,33,20,,2025,롯데,,,54598,이호준,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54598,0.242,153,132,7,4,56,23,1,0,3,0.424,0.327,10
,36,,,,,,,,,,24,0,12,0,13,11,,2024,롯데,,,54598,이호준,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54598,0.240,113,100,3,0,27,9,0,2,2,0.270,0.319,6
,9,,,,,,,,,,8,0,4,0,5,5,,2025,롯데,,,54598,이호준,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54598,0.242,37,33,0,1,10,2,0,0,1,0.303,0.324,1
1.55,45,0,0,3,2,0,7,0.600,198,52 1/3,38,2,13,0,30,11,9,2025,KIA,157,52.333333,54610,성영탁,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54610,,,,,,,,,,,,,
4.05,23,0,0,2,2,0,2,0.500,173,40,51,4,8,1,26,21,18,2024,KIA,120,40.0,54610,성영탁,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54610,,,,,,,,,,,,,
4.97,13,0,0,1,0,0,1,1.000,116,25 1/3,33,6,9,0,21,15,14,2025,KIA,76,25.333333,54610,성영탁,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54610,,,,,,,,,,,,,
2.53,26,0,0,12,5,0,0,0.706,642,149 1/3,154,11,35,9,138,69,42,2024,KIA,448,149.333333,54640,네일,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54640,,,,,,,,,,,,,
2.25,27,0,0,8,4,0,0,0.667,664,164 1/3,135,6,41,15,152,46,41,2025,KIA,493,164.333333,54640,네일,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54640,,,,,,,,,,,,,
9.00,2,0,0,0,0,0,0,-,8,1,3,0,1,0,2,2,1,2024,KIA,3,1.0,54645,김민주,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54645,,,,,,,,,,,,,
12.00,3,0,0,0,0,0,0,-,17,3,4,0,2,2,2,4,4,2025,KIA,9,3.0,54645,김민주,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54645,,,,,,,,,,,,,
0.71,13,0,0,0,1,1,3,0.000,60,12 2/3,16,0,6,2,12,3,1,2024,KIA,38,12.666667,54645,김민주,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54645,,,,,,,,,,,,,
6.43,7,0,0,1,0,0,4,1.000,35,7,8,1,2,3,11,5,5,2025,KIA,21,7.0,54645,김민주,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54645,,,,,,,,,,,,,
16.20,2,0,0,0,0,0,0,-,10,1 2/3,3,1,2,0,1,3,3,2025,한화,5,1.666667,54702,원종혁,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54702,,,,,,,,,,,,,
9.53,17,0,0,1,1,0,1,0.500,89,17,26,3,9,5,12,18,18,2024,한화,51,17.0,54702,원종혁,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54702,,,,,,,,,,,,,
5.75,35,0,0,0,2,5,3,0.000,163,36,31,3,20,7,34,23,23,2025,한화,108,36.0,54702,원종혁,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54702,,,,,,,,,,,,,
54.00,1,0,0,0,1,0,0,0.000,5,1/3,1,0,3,0,1,2,2,2024,한화,1,0.333333,54705,김도빈,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54705,,,,,,,,,,,,,
3.93,18,0,0,3,1,0,2,0.750,234,52 2/3,31,3,47,3,74,24,23,2024,한화,158,52.666667,54705,김도빈,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54705,,,,,,,,,,,,,
5.40,21,0,0,4,0,0,2,1.000,124,26 2/3,28,2,19,1,29,19,16,2025,한화,80,26.666667,54705,김도빈,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54705,,,,,,,,,,,,,
,1,,,,,,,,,,0,0,0,0,1,0,,2024,한화,,,54706,이승현,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54706,0.000,1,1,0,0,0,0,0,0,0,0.000,0.000,0
5.38,36,0,0,2,8,0,1,0.200,341,72,80,9,51,5,70,44,43,2024,한화,216,72.0,54729,황준서,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54729,,,,,,,,,,,,,
5.30,23,0,0,2,8,0,0,0.200,242,56,54,7,26,2,57,37,33,2025,한화,168,56.0,54729,황준서,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54729,,,,,,,,,,,,,
4.00,3,0,0,0,0,0,1,-,38,9,8,2,5,0,10,5,4,2024,한화,27,9.0,54729,황준서,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54729,,,,,,,,,,,,,
3.80,9,0,0,5,1,0,0,0.833,195,47 1/3,39,3,19,2,45,25,20,2025,한화,142,47.333333,54729,황준서,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54729,,,,,,,,,,,,,
3.73,16,0,0,5,5,0,0,0.500,384,91 2/3,77,8,29,3,98,43,38,2024,한화,275,91.666667,54755,와이스,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54755,,,,,,,,,,,,,
2.87,30,0,0,16,5,0,0,0.762,725,178 2/3,127,13,56,13,207,63,57,2025,한화,536,178.666667,54755,와이스,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54755,,,,,,,,,,,,,
6.37,21,0,0,1,2,0,0,0.333,198,41,57,5,14,6,32,34,29,2024,한화,123,41.0,54768,조동욱,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54768,,,,,,,,,,,,,
4.05,68,0,0,3,3,2,5,0.500,283,60,77,4,29,4,43,29,27,2025,한화,180,60.0,54768,조동욱,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54768,,,,,,,,,,,,,
3.66,12,0,0,3,1,0,0,0.750,214,51 2/3,52,5,13,2,37,23,21,2024,한화,155,51.666667,54768,조동욱,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54768,,,,,,,,,,,,,
,123,,,,,,,,,,105,3,31,5,56,52,,2024,한화,,,54795,황영묵,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54795,0.301,389,349,8,4,130,35,4,7,6,0.372,0.365,12
,117,,,,,,,,,,71,1,20,2,37,40,,2025,한화,,,54795,황영묵,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54795,0.273,286,260,17,1,93,22,1,3,4,0.358,0.329,6
,5,,,,,,,,,,3,0,2,0,2,0,,2024,한화,,,54795,황영묵,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54795,0.167,20,18,0,0,3,0,0,0,1,0.167,0.250,0
,5,,,,,,,,,,6,0,3,0,1,6,,2025,한화,,,54795,황영묵,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54795,0.353,20,17,1,0,7,1,4,1,0,0.412,0.450,0
3.00,18,0,0,0,0,0,2,-,110,24,23,3,12,8,13,10,8,2025,SSG,72,24.0,54802,박기호,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54802,,,,,,,,,,,,,
4.94,28,0,0,1,4,1,4,0.200,263,54 2/3,63,7,35,7,52,40,30,2024,SSG,164,54.666667,54802,박기호,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54802,,,,,,,,,,,,,
3.97,26,0,0,3,3,0,1,0.500,204,47 2/3,48,3,22,1,36,22,21,2025,SSG,143,47.666667,54802,박기호,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54802,,,,,,,,,,,,,
54.00,2,0,0,0,0,0,0,-,10,2/3,5,1,3,0,1,4,4,2024,SSG,2,0.666667,54803,최현석,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54803,,,,,,,,,,,,,
6.23,13,0,0,0,0,0,0,-,77,17 1/3,21,5,6,2,11,13,12,2025,SSG,52,17.333333,54803,최현석,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54803,,,,,,,,,,,,,
5.18,20,0,0,3,3,0,4,0.500,280,64 1/3,78,8,20,3,45,38,37,2024,SSG,193,64.333333,54803,최현석,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54803,,,,,,,,,,,,,
3.60,12,0,0,2,1,2,0,0.667,105,25,23,2,8,2,19,11,10,2025,SSG,75,25.0,54803,최현석,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54803,,,,,,,,,,,,,
,76,,,,,,,,,,63,4,12,3,61,33,,2024,SSG,,,54805,박지환,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54805,0.276,249,228,9,2,88,21,8,3,3,0.386,0.317,8
,31,,,,,,,,,,9,0,4,0,19,3,,2025,SSG,,,54805,박지환,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54805,0.150,68,60,0,0,9,4,0,1,1,0.150,0.200,5
,14,,,,,,,,,,14,1,9,0,7,9,,2024,SSG,,,54805,박지환,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54805,0.269,61,52,3,0,20,9,2,1,1,0.385,0.377,0
,46,,,,,,,,,,43,2,15,3,22,28,,2025,SSG,,,54805,박지환,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54805,0.254,189,169,15,3,70,30,4,3,10,0.414,0.323,2
,2,,,,,,,,,,1,0,0,0,2,0,,2025,SSG,,,54806,이승민,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54806,0.200,5,5,0,0,1,0,0,0,0,0.200,0.200,0
,66,,,,,,,,,,39,3,11,1,50,15,,2024,SSG,,,54806,이승민,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54806,0.285,152,137,7,2,59,20,0,0,2,0.431,0.340,4
,52,,,,,,,,,,30,1,8,4,32,16,,2025,SSG,,,54806,이승민,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54806,0.270,124,111,4,1,39,20,3,2,2,0.351,0.339,4
0.00,3,0,0,0,0,0,0,-,9,2 1/3,1,0,0,1,2,0,0,2024,SSG,7,2.333333,54807,박성빈,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54807,,,,,,,,,,,,,
2.44,34,0,0,4,2,15,1,0.667,197,44 1/3,42,1,23,3,31,17,12,2024,SSG,133,44.333333,54807,박성빈,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54807,,,,,,,,,,,,,
6.83,26,0,0,2,2,3,0,0.500,139,27 2/3,40,3,18,3,18,24,21,2025,SSG,83,27.666667,54807,박성빈,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54807,,,,,,,,,,,,,
,30,,,,,,,,,,13,1,6,1,19,5,,2024,SSG,,,54810,김규민,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54810,0.265,56,49,5,0,21,7,0,0,1,0.429,0.357,1
,61,,,,,,,,,,45,10,16,0,51,29,,2025,SSG,,,54810,김규민,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54810,0.280,179,161,10,1,87,35,1,1,2,0.540,0.341,5
,88,,,,,,,,,,66,1,19,3,49,40,,2024,SSG,,,54812,정준재,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54812,0.307,240,215,8,5,87,23,16,5,3,0.405,0.371,3
,132,,,,,,,,,,91,0,51,3,93,58,,2025,SSG,,,54812,정준재,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=54812,0.245,442,371,10,3,107,25,37,8,4,0.288,0.340,9
,26,,,,,,,,,,25,0,7,0,17,10,,2024,SSG,,,54812,정준재,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54812,0.325,87,77,1,0,26,8,7,5,0,0.338,0.381,4
3.89,24,0,0,11,3,0,0,0.786,496,115 2/3,98,11,53,8,158,55,50,2024,SSG,347,115.666667,54833,앤더슨,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54833,,,,,,,,,,,,,
2.25,30,0,0,12,7,0,0,0.632,694,171 2/3,121,13,51,9,245,53,43,2025,SSG,515,171.666667,54833,앤더슨,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54833,,,,,,,,,,,,,
6.47,12,0,0,1,5,0,0,0.167,181,40 1/3,46,5,23,2,21,35,29,2024,NC,121,40.333333,54900,임상현,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54900,,,,,,,,,,,,,
18.00,1,0,0,0,0,0,0,-,8,1,2,0,3,0,0,2,2,2025,NC,3,1.0,54900,임상현,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54900,,,,,,,,,,,,,
3.51,9,0,0,1,2,0,0,0.333,146,33 1/3,26,1,19,1,40,17,13,2024,NC,100,33.333333,54900,임상현,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54900,,,,,,,,,,,,,
4.84,15,0,0,2,2,0,0,0.500,256,57 2/3,59,8,29,3,46,37,31,2025,NC,173,57.666667,54900,임상현,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54900,,,,,,,,,,,,,
3.12,9,0,0,0,0,0,0,-,37,8 2/3,7,2,6,0,8,3,3,2024,NC,26,8.666667,54903,최우석,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54903,,,,,,,,,,,,,
8.16,12,0,0,0,0,0,0,-,75,14 1/3,23,1,9,0,15,16,13,2025,NC,43,14.333333,54903,최우석,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54903,,,,,,,,,,,,,
3.52,30,0,0,1,2,0,8,0.333,127,30 2/3,26,0,13,1,24,16,12,2024,NC,92,30.666667,54903,최우석,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54903,,,,,,,,,,,,,
8.66,20,0,0,0,1,0,4,0.000,97,17 2/3,17,2,24,4,16,19,17,2025,NC,53,17.666667,54903,최우석,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54903,,,,,,,,,,,,,
9.82,4,0,0,0,1,0,0,0.000,16,3 2/3,2,0,2,1,4,4,4,2024,NC,11,3.666667,54904,손주환,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54904,,,,,,,,,,,,,
4.35,52,0,0,6,1,0,7,0.857,224,51 2/3,53,5,19,1,37,29,25,2025,NC,155,51.666667,54904,손주환,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=54904,,,,,,,,,,,,,
0.34,25,0,0,5,0,0,4,1.000,105,26 1/3,15,0,13,1,26,2,1,2024,NC,79,26.333333,54904,손주환,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54904,,,,,,,,,,,,,
2.45,4,0,0,0,0,0,0,-,17,3 2/3,5,0,0,0,4,3,1,2025,NC,11,3.666667,54904,손주환,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=54904,,,,,,,,,,,,,
